ID,O_Q63,O_Q80,O_Q91,O_Q92
3033,"Because Trump is a foul mouthed racist pig, Biden is an intelligent upstanding human being",I?m not surprised. He isn?t fit to be president.,,Teacher- preschool
3037,There is no good reason.,This information is fabricated intentional lies.,,Banking
3042,"Really, he was not close to the top of my choices from the Democratic nominees, but he is better than Trump.",I find this to be maddening on a billion levels.,,"Non-Profit, Religious"
3043,"More qualified, dignified and capable of being President","Incredible, playing the game and unwilling to tell",,
3056,"There is no good reason to vote for Biden. He would be a better choice than Trump, but it's better than nothing.",He's a fraud and a deceiver.,,
3057,"I just think that he would lead without controversy. I feel that he will be very diplomatic unlike Trump. I believe in Biden's ideas to protect social security and nominate fair judges who will uphold civil rights and the Constitution. With the help of Kamala Harris, I have all faith in Joe to step into this position and give it all he has.",I feel disgusted but not surprised that he evaded paying his share of taxes for 2016 and 2017. I am not sure that I trust him.,,
3061,Nothing,Give me a break. I seen the paper work and that statement is a lie.,,Secretary
3063,I don't know.  He scares me but Harris scares me even more,I still don't know if it is true or not.  I also think if he did then he used loopholes.  He was not the only one and they shoud get rid of loopholes,,
3065,"Joe Biden may not necessarily be my first choice for president, but Trump is too dangerous to keep in office.",Disgusted,,
3068,none for me,no issues,,
3069,Trump is not nd has not been doing a good job,All I can say is WOW. Let the common person try that and see what happens.,Disabled,
3077,There is none he is to old and weak as a leader,Good for him,,
3080,Get rid of Trump,Horrible!,,
3083,because one does not like Donald Trump,Horrible..can not imagine this is true,,funeral director
3087,"He has a plan for affordable housing, which will help people like me and so many others, and will go such a long way to decreasing crime and improving health",Not surprised. Disgusted that all rich people have so many tax breaks and advantages,,
3088,"he is empathtic, he tells the truth, he isn't a bully",not even surprised he is a crook,,
3089,He supports global warming.,Its ridiculous .and i dont think hes being honest.,,
3090,get trump out,not surprised,,
3091,he won't shoot his mouth off as much as Trump does,"Businesses like Trumps often pay little or no taxes.  Amazon, Google, Exxon, etc all pay no taxes.  Maybe congress should stop passing so many tax breaks for everyone and their brother and cousin, etc.",,
3093,"There is no good reason to support Biden. He supports abortion and other practices that are against personal beliefs. When it comes to running mate Harris she is for abortion all the way til birth, which is murder.","First would be disbelief in the report. Second his taxes is his business, by releases his tax information the question must be asked, would Inlike someone to illegally release my taxes. The person should be found and charged.",,
3096,He is not a liar and seems reasonably competent,This is not surprising. Most wealthy people pay little in taxes.,,
3099,"I want a president who is a unifier, not a divider. I want someone who will make our country strong again and a world power to be taken seriously. I want someone who cares about all people and protects the poor and less fortunate. And, I want someone who is strongly pro public education.","Not surprised. I don?t this will bear any change for trump voters, they would probably describe this as ?being business savvy.?",,
3100,I find no reason to support him because he will be a puppet to the radical left agenda in Congress at this time.,He was using the current tax laws for corporate company's,,
3104,Can not think of anything.,He is doing what most people would do.  Plus The Amazon owner pays none because of how he gets payed.,,School bus driver and Home help aide.
3112,there isnt,He should of paid more,,
3113,I won't support him.,Jeff Bezo,,
3114,My main reason for supporting Biden would be because of his support of affordable healthcare.  I would like to see a universal healthcare system.,"He didn't take any pay for his job as president, and his businesses probably are in a company name, so he personally maybe didn't make enough money to pay much in taxes. I just don't know enough about the circumstances.",,
